algorithm,num_episodes,num_labels,num_neighbors,random_seed_index,target_color,random_seed,target_color_hex,color_sequence_type,_hostname,_pwd,_username,_start_time,_end_time,answer,answer_episode,num_fallbacks,runtime,total_episodes
neighbor-heuristic,10000,100,3,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:22:42.537337,2017-07-21 18:22:48.495450,#BAB645,7806,0,0.02548503875732422,55
brute-force,10000,200,0,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:22:48.497186,2017-07-21 18:22:59.659513,#D16C85,405,0,4.496582269668579,10000
exact-heuristic,10000,200,0,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:22:59.661360,2017-07-21 18:23:06.327804,#D17593,1651,0,0.018674373626708984,40
neighbor-heuristic,10000,200,1,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:06.329719,2017-07-21 18:23:13.064129,#D17593,1651,0,0.01865410804748535,40
neighbor-heuristic,10000,200,2,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:13.065805,2017-07-21 18:23:19.674129,#D17593,1651,0,0.017935514450073242,40
neighbor-heuristic,10000,200,3,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:19.675783,2017-07-21 18:23:26.309968,#D17593,1651,0,0.017867565155029297,40
brute-force,10000,200,0,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:26.472118,2017-07-21 18:23:37.326790,#78B82E,771,0,4.38309645652771,10000
exact-heuristic,10000,200,0,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:37.328753,2017-07-21 18:23:43.823805,#72AF32,7358,0,0.016735315322875977,37
neighbor-heuristic,10000,200,1,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:43.825946,2017-07-21 18:23:50.337054,#72AF32,7358,0,0.016576051712036133,37
neighbor-heuristic,10000,200,2,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:50.340201,2017-07-21 18:23:56.814998,#72AF32,7358,0,0.01660466194152832,37
neighbor-heuristic,10000,200,3,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:56.816710,2017-07-21 18:24:03.321857,#72AF32,7358,0,0.016870498657226562,37
brute-force,10000,200,0,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:03.323569,2017-07-21 18:24:14.575930,#03F99D,777,0,4.54823637008667,10000
exact-heuristic,10000,200,0,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:14.577812,2017-07-21 18:24:21.203637,#03F99D,777,0,0.024557113647460938,55
neighbor-heuristic,10000,200,1,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:21.205559,2017-07-21 18:24:27.691469,#03F99D,777,0,0.024643421173095703,55
neighbor-heuristic,10000,200,2,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:27.693269,2017-07-21 18:24:34.213156,#03F99D,777,0,0.024557828903198242,55
neighbor-heuristic,10000,200,3,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:34.214931,2017-07-21 18:24:40.670560,#03F99D,777,0,0.024579524993896484,55
brute-force,10000,200,0,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:40.672394,2017-07-21 18:24:51.449767,#F51671,3740,0,4.353747606277466,10000
exact-heuristic,10000,200,0,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:51.451729,2017-07-21 18:24:57.720506,#F51671,3740,0,0.028505802154541016,65
neighbor-heuristic,10000,200,1,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:57.722426,2017-07-21 18:25:04.011564,#F51671,3740,0,0.028885841369628906,65
neighbor-heuristic,10000,200,2,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:04.013489,2017-07-21 18:25:10.325514,#F51671,3740,0,0.02870941162109375,65
neighbor-heuristic,10000,200,3,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:10.365351,2017-07-21 18:25:16.619088,#F51671,3740,0,0.02931356430053711,65
brute-force,10000,200,0,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:16.685306,2017-07-21 18:25:27.175329,#BAB645,7806,0,4.266162157058716,10000
exact-heuristic,10000,200,0,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:27.177286,2017-07-21 18:25:33.409124,#BAB645,7806,0,0.006833076477050781,15
neighbor-heuristic,10000,200,1,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:33.411116,2017-07-21 18:25:39.632750,#BAB645,7806,0,0.006806135177612305,15
neighbor-heuristic,10000,200,2,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:39.647040,2017-07-21 18:25:45.838255,#BAB645,7806,0,0.006817340850830078,15
neighbor-heuristic,10000,200,3,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:45.840025,2017-07-21 18:25:52.060288,#BAB645,7806,0,0.006905078887939453,15
brute-force,100000,10,0,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:52.062018,2017-07-21 18:27:26.313838,#CC6D8D,64221,0,46.01281118392944,100000
exact-heuristic,100000,10,0,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:27:26.315876,2017-07-21 18:28:21.153723,#CC6D8D,64221,0,5.532182455062866,12150
neighbor-heuristic,100000,10,1,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:28:21.156044,2017-07-21 18:29:21.516089,#CC6D8D,64221,0,6.687269449234009,12150
neighbor-heuristic,100000,10,2,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:29:21.518425,2017-07-21 18:30:20.822813,#CC6D8D,64221,0,5.887057781219482,12150
neighbor-heuristic,100000,10,3,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:30:20.824716,2017-07-21 18:31:19.035637,#CC6D8D,64221,0,6.385884761810303,12150
brute-force,100000,10,0,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:31:19.037437,2017-07-21 18:32:57.326595,#75B42D,96574,0,46.228251934051514,100000
exact-heuristic,100000,10,0,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:32:57.328547,2017-07-21 18:33:54.217110,#75B42D,96574,0,4.810621976852417,10311
neighbor-heuristic,100000,10,1,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:33:54.219655,2017-07-21 18:34:50.927435,#75B42D,96574,0,4.7984044551849365,10311
neighbor-heuristic,100000,10,2,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:34:50.929194,2017-07-21 18:35:47.873908,#75B42D,96574,0,5.533108472824097,10311
neighbor-heuristic,100000,10,3,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:35:47.875796,2017-07-21 18:36:43.753335,#75B42D,96574,0,4.557698488235474,10311
brute-force,100000,10,0,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:36:43.755161,2017-07-21 18:38:18.887155,#06FAA0,47177,0,45.51584315299988,100000
exact-heuristic,100000,10,0,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:38:18.889132,2017-07-21 18:39:11.057198,#06FAA0,47177,0,3.078645706176758,7028
neighbor-heuristic,100000,10,1,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:39:11.059609,2017-07-21 18:40:04.217607,#06FAA0,47177,0,3.902841806411743,7028
neighbor-heuristic,100000,10,2,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:40:04.220164,2017-07-21 18:41:00.611345,#06FAA0,47177,0,3.2753732204437256,7028
neighbor-heuristic,100000,10,3,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:41:00.613607,2017-07-21 18:41:56.710621,#06FAA0,47177,0,3.2592382431030273,7028
brute-force,100000,10,0,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:41:56.713079,2017-07-21 18:43:36.086228,#F71778,43232,0,47.5506386756897,100000
exact-heuristic,100000,10,0,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:43:36.088510,2017-07-21 18:44:30.197039,#F71778,43232,0,2.5789594650268555,5550
neighbor-heuristic,100000,10,1,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:44:30.199818,2017-07-21 18:45:24.976191,#F71778,43232,0,3.3033251762390137,5550
neighbor-heuristic,100000,10,2,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:45:24.978491,2017-07-21 18:46:19.697472,#F71778,43232,0,2.5798349380493164,5550
neighbor-heuristic,100000,10,3,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:46:19.699720,2017-07-21 18:47:14.586698,#F71778,43232,0,3.376533031463623,5550
brute-force,100000,10,0,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:47:14.589212,2017-07-21 18:48:54.224516,#C0B24A,98459,0,47.02527928352356,100000
exact-heuristic,100000,10,0,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:48:54.226601,2017-07-21 18:49:51.555905,#BFB448,31546,0,4.8612589836120605,10311
neighbor-heuristic,100000,10,1,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:49:51.558129,2017-07-21 18:50:46.808186,#BFB448,31546,0,5.32649040222168,10311
neighbor-heuristic,100000,10,2,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:50:46.810233,2017-07-21 18:51:40.559878,#BFB448,31546,0,4.551804304122925,10311
neighbor-heuristic,100000,10,3,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:51:40.561898,2017-07-21 18:52:34.347851,#BFB448,31546,0,4.598729133605957,10311
brute-force,100000,20,0,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:52:34.350421,2017-07-21 18:54:15.097548,#CC6D8D,64221,0,47.48711919784546,100000
exact-heuristic,100000,20,0,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:54:15.099790,2017-07-21 18:55:10.875856,#CC6D8D,64221,0,2.970975637435913,4712
neighbor-heuristic,100000,20,1,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:55:10.878084,2017-07-21 18:56:05.880021,#CC6D8D,64221,0,2.183870792388916,4712
neighbor-heuristic,100000,20,2,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:56:05.882057,2017-07-21 18:57:00.534798,#CC6D8D,64221,0,2.1849138736724854,4712
neighbor-heuristic,100000,20,3,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:57:00.536826,2017-07-21 18:57:55.358675,#CC6D8D,64221,0,2.176935911178589,4712
brute-force,100000,20,0,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:57:55.360641,2017-07-21 18:59:35.258721,#75B42D,96574,0,47.445582151412964,100000
exact-heuristic,100000,20,0,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:59:35.274851,2017-07-21 19:00:29.708891,#75B42D,96574,0,2.6760456562042236,4138
neighbor-heuristic,100000,20,1,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:00:29.765387,2017-07-21 19:01:24.346447,#75B42D,96574,0,1.906719446182251,4138
neighbor-heuristic,100000,20,2,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:01:24.363821,2017-07-21 19:02:18.475259,#75B42D,96574,0,1.9099235534667969,4138
neighbor-heuristic,100000,20,3,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:02:18.477319,2017-07-21 19:03:12.825185,#75B42D,96574,0,1.9077630043029785,4138
brute-force,100000,20,0,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:03:12.827276,2017-07-21 19:04:51.692933,#06FAA0,47177,0,46.918649435043335,100000
exact-heuristic,100000,20,0,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:04:51.694754,2017-07-21 19:05:45.303834,#06FAA0,47177,0,0.8315606117248535,1826
neighbor-heuristic,100000,20,1,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:05:45.305661,2017-07-21 19:06:38.549635,#06FAA0,47177,0,0.8629918098449707,1826
neighbor-heuristic,100000,20,2,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:06:38.551325,2017-07-21 19:07:33.452966,#06FAA0,47177,0,0.8629002571105957,1826
neighbor-heuristic,100000,20,3,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:07:33.454625,2017-07-21 19:08:27.902232,#06FAA0,47177,0,0.845759391784668,1826
brute-force,100000,20,0,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:08:27.903927,2017-07-21 19:10:06.819926,#F71778,43232,0,46.23198986053467,100000
exact-heuristic,100000,20,0,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:10:06.821959,2017-07-21 19:11:02.758859,#F71778,43232,0,3.042400360107422,4989
neighbor-heuristic,100000,20,1,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:11:02.761779,2017-07-21 19:11:59.098361,#F71778,43232,0,2.361809253692627,4989
neighbor-heuristic,100000,20,2,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:11:59.100154,2017-07-21 19:12:52.794275,#F71778,43232,0,2.1820926666259766,4989
neighbor-heuristic,100000,20,3,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:12:52.796039,2017-07-21 19:13:45.386274,#F71778,43232,0,2.1834638118743896,4989
brute-force,100000,20,0,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:13:45.392506,2017-07-21 19:15:20.125579,#C0B24A,98459,0,44.761542320251465,100000
exact-heuristic,100000,20,0,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:15:20.127555,2017-07-21 19:16:12.469734,#C0B24A,98459,0,2.741511583328247,6248
neighbor-heuristic,100000,20,1,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:16:12.471562,2017-07-21 19:17:05.015823,#C0B24A,98459,0,2.7637040615081787,6248
neighbor-heuristic,100000,20,2,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:17:05.017867,2017-07-21 19:17:58.120363,#C0B24A,98459,0,2.7345595359802246,6248
neighbor-heuristic,100000,20,3,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:17:58.122011,2017-07-21 19:18:50.748751,#C0B24A,98459,0,3.4442858695983887,6248
brute-force,100000,50,0,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:18:50.750487,2017-07-21 19:20:26.679504,#CC6D8D,64221,0,43.94258642196655,100000
exact-heuristic,100000,50,0,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:20:26.681447,2017-07-21 19:21:19.873403,#CC6D8D,64221,0,1.4196083545684814,1676
neighbor-heuristic,100000,50,1,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:21:19.875614,2017-07-21 19:22:12.274729,#CC6D8D,64221,0,0.7238283157348633,1676
neighbor-heuristic,100000,50,2,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:22:12.276561,2017-07-21 19:23:05.405565,#CC6D8D,64221,0,0.7228963375091553,1676
neighbor-heuristic,100000,50,3,4,#CD6D8F,0.7395189593396991,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:23:05.407188,2017-07-21 19:23:57.968854,#CC6D8D,64221,0,0.7196319103240967,1676
brute-force,100000,50,0,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:23:57.970976,2017-07-21 19:25:34.503020,#75B42D,96574,0,44.83233284950256,100000
exact-heuristic,100000,50,0,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:25:34.505283,2017-07-21 19:26:26.878123,#75B42D,96574,0,0.6722302436828613,1553
neighbor-heuristic,100000,50,1,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:26:26.880375,2017-07-21 19:27:19.585493,#75B42D,96574,0,0.6691880226135254,1553
neighbor-heuristic,100000,50,2,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:27:19.587449,2017-07-21 19:28:12.107634,#75B42D,96574,0,0.6719951629638672,1553
neighbor-heuristic,100000,50,3,4,#74B32E,0.7395189593396991,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:28:12.109701,2017-07-21 19:29:04.665991,#75B42D,96574,0,0.6714813709259033,1553
brute-force,100000,50,0,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:29:04.667694,2017-07-21 19:30:40.412124,#06FAA0,47177,0,43.7409884929657,100000
exact-heuristic,100000,50,0,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:30:40.414797,2017-07-21 19:31:38.414716,#06FAA0,47177,0,0.5541527271270752,1216
neighbor-heuristic,100000,50,1,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:31:38.416825,2017-07-21 19:32:34.302492,#06FAA0,47177,0,0.5529842376708984,1216
neighbor-heuristic,100000,50,2,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:32:34.304386,2017-07-21 19:33:30.191093,#06FAA0,47177,0,0.5651419162750244,1216
neighbor-heuristic,100000,50,3,4,#06FDA3,0.7395189593396991,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:33:30.193114,2017-07-21 19:34:27.081220,#06FAA0,47177,0,0.5521905422210693,1216
brute-force,100000,50,0,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:34:27.083578,2017-07-21 19:36:11.127750,#F71778,43232,0,47.97287726402283,100000
exact-heuristic,100000,50,0,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:36:11.130139,2017-07-21 19:37:08.149051,#F71778,43232,0,0.9947748184204102,2131
neighbor-heuristic,100000,50,1,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:37:08.151537,2017-07-21 19:38:06.097139,#F71778,43232,0,1.749466896057129,2131
neighbor-heuristic,100000,50,2,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:38:06.099330,2017-07-21 19:39:03.043729,#F71778,43232,0,1.005927324295044,2131
neighbor-heuristic,100000,50,3,4,#F71976,0.7395189593396991,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:39:03.045555,2017-07-21 19:40:00.926254,#F71778,43232,0,1.01497483253479,2131
brute-force,100000,50,0,4,#BCB249,0.7395189593396991,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:40:00.928400,2017-07-21 19:41:43.946691,#C0B24A,98459,0,47.937952280044556,100000
