algorithm	num_episodes	num_labels	num_trials	random_seed	target_color	target_color_hex	color_sequence_type	num_neighbors	_hostname	_pwd	_username	_start_time	_end_time	answer	num_fallbacks	runtime	total_episodes
exact-heuristic	10000	100	2	0.03258176771935872	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:45:31.737959	2017-06-20 06:45:42.369847	#09F9A1	1	4.667573928833008	9992
brute-force	10000	100	3	0.03258176771935872	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:45:42.370028	2017-06-20 06:45:53.090786	#09F9A1	0	4.722511053085327	9992
exact-heuristic	10000	100	3	0.03258176771935872	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:45:53.091036	2017-06-20 06:46:03.774480	#09F9A1	1	4.799649000167847	9992
brute-force	10000	100	4	0.03258176771935872	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:46:03.774677	2017-06-20 06:46:14.507746	#09F9A1	0	4.812745094299316	9992
exact-heuristic	10000	100	4	0.03258176771935872	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:46:14.507920	2017-06-20 06:46:25.165332	#09F9A1	1	4.794358968734741	9992
brute-force	10000	100	5	0.03258176771935872	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:46:25.165508	2017-06-20 06:46:35.743406	#09F9A1	0	4.670389890670776	9992
exact-heuristic	10000	100	5	0.03258176771935872	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:46:35.743615	2017-06-20 06:46:46.352209	#09F9A1	1	4.715638875961304	9992
brute-force	10000	100	0	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:46:46.352386	2017-06-20 06:46:57.117692	#05FD9E	0	4.8090598583221436	9994
exact-heuristic	10000	100	0	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:46:57.117870	2017-06-20 06:47:07.811734	#05FD9E	1	4.724738121032715	9994
brute-force	10000	100	1	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:47:07.811917	2017-06-20 06:47:18.511502	#05FD9E	0	4.805186986923218	9994
exact-heuristic	10000	100	1	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:47:18.511676	2017-06-20 06:47:29.147002	#05FD9E	1	4.78095006942749	9994
brute-force	10000	100	2	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:47:29.147207	2017-06-20 06:47:39.766892	#05FD9E	0	4.674015045166016	9994
exact-heuristic	10000	100	2	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:47:39.767071	2017-06-20 06:47:50.357602	#05FD9E	1	4.655801057815552	9994
brute-force	10000	100	3	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:47:50.357781	2017-06-20 06:48:01.002367	#05FD9E	0	4.765105962753296	9994
exact-heuristic	10000	100	3	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:48:01.002540	2017-06-20 06:48:11.590530	#05FD9E	1	4.645785808563232	9994
brute-force	10000	100	4	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:48:11.590705	2017-06-20 06:48:22.222270	#05FD9E	0	4.6820478439331055	9994
exact-heuristic	10000	100	4	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:48:22.222452	2017-06-20 06:48:32.854934	#05FD9E	1	4.772568941116333	9994
brute-force	10000	100	5	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:48:32.855114	2017-06-20 06:48:43.416226	#05FD9E	0	4.697352886199951	9994
exact-heuristic	10000	100	5	0.8048553004169102	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:48:43.416405	2017-06-20 06:48:54.045714	#05FD9E	1	4.692597150802612	9994
brute-force	10000	100	0	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:48:54.045890	2017-06-20 06:49:04.680615	#06FBA7	0	4.778017044067383	9993
exact-heuristic	10000	100	0	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:49:04.680786	2017-06-20 06:49:15.235086	#06FBA7	1	4.663548231124878	9993
brute-force	10000	100	1	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:49:15.235315	2017-06-20 06:49:25.849735	#06FBA7	0	4.663082122802734	9993
exact-heuristic	10000	100	1	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:49:25.849953	2017-06-20 06:49:36.464170	#06FBA7	1	4.688858985900879	9993
brute-force	10000	100	2	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:49:36.464348	2017-06-20 06:49:47.090227	#06FBA7	0	4.746901035308838	9993
exact-heuristic	10000	100	2	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:49:47.090420	2017-06-20 06:49:57.627938	#06FBA7	1	4.749596118927002	9993
brute-force	10000	100	3	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:49:57.628128	2017-06-20 06:50:08.338342	#06FBA7	0	4.777575969696045	9993
exact-heuristic	10000	100	3	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:50:08.338526	2017-06-20 06:50:18.923307	#06FBA7	1	4.760393857955933	9993
brute-force	10000	100	4	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:50:18.923480	2017-06-20 06:50:29.692023	#06FBA7	0	4.8426220417022705	9993
exact-heuristic	10000	100	4	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:50:29.692198	2017-06-20 06:50:40.381737	#06FBA7	1	4.784516096115112	9993
brute-force	10000	100	5	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:50:40.381911	2017-06-20 06:50:50.950655	#06FBA7	0	4.675065994262695	9993
exact-heuristic	10000	100	5	0.4643851618510445	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:50:50.950835	2017-06-20 06:51:01.633481	#06FBA7	1	4.741375923156738	9993
brute-force	10000	100	0	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:51:01.633665	2017-06-20 06:51:12.258524	#0AFBA6	0	4.773087978363037	9992
exact-heuristic	10000	100	0	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:51:12.258697	2017-06-20 06:51:22.843632	#0AFBA6	1	4.653872966766357	9992
brute-force	10000	100	1	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:51:22.843813	2017-06-20 06:51:33.504724	#0AFBA6	0	4.765201807022095	9992
exact-heuristic	10000	100	1	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:51:33.504895	2017-06-20 06:51:44.094658	#0AFBA6	1	4.797932863235474	9992
brute-force	10000	100	2	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:51:44.094874	2017-06-20 06:51:54.748899	#0AFBA6	0	4.693219900131226	9992
exact-heuristic	10000	100	2	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:51:54.749072	2017-06-20 06:52:05.339573	#0AFBA6	1	4.631839990615845	9992
brute-force	10000	100	3	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:52:05.339780	2017-06-20 06:52:15.968098	#0AFBA6	0	4.723782062530518	9992
exact-heuristic	10000	100	3	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:52:15.968285	2017-06-20 06:52:26.519378	#0AFBA6	1	4.697839021682739	9992
brute-force	10000	100	4	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:52:26.519553	2017-06-20 06:52:37.086736	#0AFBA6	0	4.6507110595703125	9992
exact-heuristic	10000	100	4	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:52:37.086907	2017-06-20 06:52:47.705144	#0AFBA6	1	4.751139879226685	9992
brute-force	10000	100	5	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:52:47.705345	2017-06-20 06:52:58.235670	#0AFBA6	0	4.658639907836914	9992
exact-heuristic	10000	100	5	0.374395196873219	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:52:58.235874	2017-06-20 06:53:08.891693	#0AFBA6	1	4.693148851394653	9992
brute-force	10000	100	0	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:53:08.891947	2017-06-20 06:53:19.491581	#02FDA2	0	4.685930013656616	9991
exact-heuristic	10000	100	0	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:53:19.491759	2017-06-20 06:53:30.243372	#02FDA2	1	4.794992923736572	9991
brute-force	10000	100	1	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:53:30.243544	2017-06-20 06:53:40.849417	#02FDA2	0	4.750147819519043	9991
exact-heuristic	10000	100	1	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:53:40.849595	2017-06-20 06:53:51.502948	#02FDA2	1	4.71859884262085	9991
brute-force	10000	100	2	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:53:51.503142	2017-06-20 06:54:02.168448	#02FDA2	0	4.742250919342041	9991
exact-heuristic	10000	100	2	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:54:02.168626	2017-06-20 06:54:12.813173	#02FDA2	1	4.8067731857299805	9991
brute-force	10000	100	3	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:54:12.813395	2017-06-20 06:54:23.381576	#02FDA2	0	4.666546106338501	9991
exact-heuristic	10000	100	3	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:54:23.381750	2017-06-20 06:54:33.953652	#02FDA2	1	4.666949987411499	9991
brute-force	10000	100	4	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:54:33.953828	2017-06-20 06:54:44.529885	#02FDA2	0	4.772936105728149	9991
exact-heuristic	10000	100	4	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:54:44.530065	2017-06-20 06:54:55.232059	#02FDA2	1	4.726428031921387	9991
brute-force	10000	100	5	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:54:55.232236	2017-06-20 06:55:05.887747	#02FDA2	0	4.695590972900391	9991
exact-heuristic	10000	100	5	0.23938158014086497	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:55:05.887922	2017-06-20 06:55:16.521490	#02FDA2	1	4.721432209014893	9991
brute-force	10000	100	0	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:55:16.521661	2017-06-20 06:55:27.074261	#0CF9A1	0	4.678812026977539	9991
exact-heuristic	10000	100	0	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:55:27.074453	2017-06-20 06:55:37.722792	#0CF9A1	1	4.6870222091674805	9991
brute-force	10000	100	1	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:55:37.722964	2017-06-20 06:55:48.326567	#0CF9A1	0	4.65899395942688	9991
exact-heuristic	10000	100	1	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:55:48.326765	2017-06-20 06:55:59.010081	#0CF9A1	1	4.763247013092041	9991
brute-force	10000	100	2	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:55:59.010263	2017-06-20 06:56:09.645002	#0CF9A1	0	4.804250955581665	9991
exact-heuristic	10000	100	2	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:56:09.645174	2017-06-20 06:56:20.207196	#0CF9A1	1	4.675104856491089	9991
brute-force	10000	100	3	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:56:20.207368	2017-06-20 06:56:30.774127	#0CF9A1	0	4.669513940811157	9991
exact-heuristic	10000	100	3	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:56:30.774306	2017-06-20 06:56:41.467091	#0CF9A1	1	4.757872819900513	9991
brute-force	10000	100	4	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:56:41.467287	2017-06-20 06:56:52.076396	#0CF9A1	0	4.710319995880127	9991
exact-heuristic	10000	100	4	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:56:52.076577	2017-06-20 06:57:02.714438	#0CF9A1	1	4.6921000480651855	9991
brute-force	10000	100	5	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:57:02.714619	2017-06-20 06:57:13.367866	#0CF9A1	0	4.778431177139282	9991
exact-heuristic	10000	100	5	0.5759982537872608	#06FDA3	#06FDA3	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:57:13.368041	2017-06-20 06:57:23.974948	#0CF9A1	1	4.701828956604004	9991
brute-force	10000	100	0	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:57:23.975142	2017-06-20 06:57:34.587247	#EB1B76	0	4.625576019287109	9992
exact-heuristic	10000	100	0	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:57:34.588382	2017-06-20 06:57:45.211118	#EB1B76	1	4.781743049621582	9992
brute-force	10000	100	1	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:57:45.211309	2017-06-20 06:57:55.841220	#EB1B76	0	4.658785104751587	9992
exact-heuristic	10000	100	1	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:57:55.841395	2017-06-20 06:58:06.483683	#EB1B76	1	4.685004949569702	9992
brute-force	10000	100	2	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:58:06.483865	2017-06-20 06:58:17.149807	#EB1B76	0	4.797789096832275	9992
exact-heuristic	10000	100	2	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:58:17.150001	2017-06-20 06:58:27.845699	#EB1B76	1	4.789899110794067	9992
brute-force	10000	100	3	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:58:27.845876	2017-06-20 06:58:38.525052	#EB1B76	0	4.793107032775879	9992
exact-heuristic	10000	100	3	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:58:38.525270	2017-06-20 06:58:49.158182	#EB1B76	1	4.760026931762695	9992
brute-force	10000	100	4	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:58:49.158361	2017-06-20 06:58:59.765892	#EB1B76	0	4.758730888366699	9992
exact-heuristic	10000	100	4	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:58:59.766066	2017-06-20 06:59:10.313503	#EB1B76	1	4.664928913116455	9992
brute-force	10000	100	5	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:59:10.313674	2017-06-20 06:59:20.941796	#EB1B76	0	4.712512969970703	9992
exact-heuristic	10000	100	5	0.6089990701367864	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:59:20.941976	2017-06-20 06:59:31.548132	#EB1B76	1	4.741974830627441	9992
brute-force	10000	100	0	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:59:31.548305	2017-06-20 06:59:42.167795	#FA1F75	0	4.662123203277588	9992
exact-heuristic	10000	100	0	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:59:42.167970	2017-06-20 06:59:52.785336	#FA1F75	1	4.663209915161133	9992
brute-force	10000	100	1	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 06:59:52.785516	2017-06-20 07:00:03.448068	#FA1F75	0	4.776651859283447	9992
exact-heuristic	10000	100	1	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:00:03.448261	2017-06-20 07:00:14.013330	#FA1F75	1	4.6871771812438965	9992
brute-force	10000	100	2	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:00:14.013517	2017-06-20 07:00:24.537354	#FA1F75	0	4.662010908126831	9992
exact-heuristic	10000	100	2	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:00:24.537533	2017-06-20 07:00:35.130280	#FA1F75	1	4.686042070388794	9992
brute-force	10000	100	3	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:00:35.130472	2017-06-20 07:00:45.799384	#FA1F75	0	4.7282469272613525	9992
exact-heuristic	10000	100	3	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:00:45.799563	2017-06-20 07:00:56.351394	#FA1F75	1	4.7301130294799805	9992
brute-force	10000	100	4	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:00:56.351580	2017-06-20 07:01:06.946892	#FA1F75	0	4.641487121582031	9992
exact-heuristic	10000	100	4	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:01:06.947067	2017-06-20 07:01:17.534999	#FA1F75	1	4.670562982559204	9992
brute-force	10000	100	5	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:01:17.535176	2017-06-20 07:01:28.140761	#FA1F75	0	4.771404027938843	9992
exact-heuristic	10000	100	5	0.4979078532072325	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:01:28.140948	2017-06-20 07:01:38.809836	#FA1F75	1	4.7231810092926025	9992
brute-force	10000	100	0	0.8382372362691031	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:01:38.810148	2017-06-20 07:01:49.396483	#F01D73	0	4.661221027374268	9996
exact-heuristic	10000	100	0	0.8382372362691031	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:01:49.396661	2017-06-20 07:02:00.054016	#F01D73	1	4.748516082763672	9996
brute-force	10000	100	1	0.8382372362691031	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:02:00.054187	2017-06-20 07:02:10.694449	#F01D73	0	4.687861919403076	9996
exact-heuristic	10000	100	1	0.8382372362691031	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:02:10.694635	2017-06-20 07:02:21.302994	#F01D73	1	4.676367998123169	9996
brute-force	10000	100	2	0.8382372362691031	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-20 07:02:21.303169	2017-06-20 07:02:31.887412	#F01D73	0	4.65071702003479	9996
